1,1,1,1,0,-2
2,1,2,8,5,2
3,1,3,13,10,7
4,1,4,0,-3,-6
5,1,5,3,0,-3
6,1,6,6,2,-3
7,1,7,11,6,2
8,1,8,9,5,0
9,1,9,9,8,7
10,1,10,13,9,6
11,1,11,12,8,4
12,1,12,11,8,6
13,1,13,4,0,-4
14,1,14,-3,-4,-5
15,1,15,2,-2,-5
16,1,16,1,1,0
17,1,17,5,4,3
18,1,18,3,2,1
19,1,19,14,10,6
20,1,20,14,10,6
21,1,21,-2,-3,-3
22,1,22,5,3,1
23,1,23,1,-2,-4
24,1,24,7,4,2
25,1,25,5,3,1
26,1,26,6,2,-2
27,1,27,4,1,-2
28,1,28,5,4,3
29,1,29,10,8,6
30,1,30,0,-1,-2
31,1,31,2,2,2
32,1,32,2,0,-2
33,1,33,7,6,6
34,1,34,-2,-2,-3
35,1,35,4,3,3
36,1,36,3,0,-2
37,1,37,3,0,-3
38,1,38,5,4,3
39,1,39,1,1,1
40,1,40,-1,-2,-3
41,1,41,6,6,6
42,1,42,1,1,0
43,1,43,3,3,2
44,1,44,6,5,3
45,1,45,2,1,0
46,1,46,0,-2,-4
47,1,47,1,0,-1
48,1,48,2,1,1
49,1,49,0,-1,-2
50,1,50,9,7,4
51,1,51,2,2,1
52,1,52,7,4,2
53,1,53,2,2,2
54,1,54,5,5,4
55,1,55,8,5,1
56,1,56,1,-2,-4
57,1,57,2,0,-3
58,1,58,4,1,-1
59,1,59,5,4,2
60,1,60,4,1,-1
61,1,61,4,1,-3
62,1,62,4,2,1
63,1,63,7,5,4
64,1,64,6,3,1
65,1,65,3,1,0
66,1,66,4,3,2
67,1,67,4,0,-4
68,1,68,0,-1,-1
69,1,69,3,-1,-5
70,1,70,0,-1,-1
71,1,71,5,4,3
72,1,72,11,7,3
73,1,73,7,3,0
74,1,74,3,3,3
75,1,75,-2,-2,-2
76,1,76,-3,-4,-4
77,1,77,10,7,4
78,1,78,6,4,2
79,1,79,-1,-1,-2
80,1,80,8,4,-1
81,1,81,-3,-3,-4
82,1,82,3,0,-3
83,1,83,4,2,0
84,1,84,0,-2,-3
85,1,85,7,5,4
86,1,86,5,3,2
87,1,87,5,2,0
88,1,88,4,2,-1
89,1,89,5,5,4
90,1,90,4,3,2
91,1,91,4,0,-3
92,1,92,0,0,-1
93,1,93,1,-1,-3
94,1,94,0,-2,-5
95,1,95,1,0,-1
96,1,96,15,10,6
97,1,97,1,1,1
98,1,98,-3,-3,-4
99,1,99,4,3,2
100,1,100,-1,-2,-3
101,1,101,3,1,-1
102,1,102,3,2,1
103,1,103,-1,-3,-4
104,1,104,-2,-3,-3
105,1,105,3,2,0
106,1,106,1,-1,-3
107,2,1,1,0,-1
108,2,2,7,5,3
109,2,3,12,10,8
110,2,4,-1,-3,-5
111,2,5,2,0,-2
112,2,6,4,2,-1
113,2,7,9,6,4
114,2,8,7,5,2
115,2,9,9,8,8
116,2,10,11,9,7
117,2,11,10,8,6
118,2,12,10,8,7
119,2,13,2,0,-2
120,2,14,-3,-4,-4
121,2,15,0,-2,-3
122,2,16,1,1,0
123,2,17,4,4,4
124,2,18,3,2,2
125,2,19,12,10,7
126,2,20,12,10,8
127,2,21,-2,-3,-3
128,2,22,4,3,2
129,2,23,0,-2,-3
130,2,24,6,4,3
131,2,25,4,3,2
132,2,26,4,2,0
133,2,27,3,1,0
134,2,28,5,4,4
135,2,29,9,8,7
136,2,30,-1,-1,-2
137,2,31,2,2,2
138,2,32,1,0,-2
139,2,33,7,6,6
140,2,34,-2,-2,-2
141,2,35,3,3,3
142,2,36,2,0,-1
143,2,37,2,0,-2
144,2,38,5,4,3
145,2,39,1,1,1
146,2,40,-2,-2,-2
147,2,41,6,6,6
148,2,42,1,1,0
149,2,43,3,3,2
150,2,44,6,5,4
151,2,45,2,1,1
152,2,46,-1,-2,-3
153,2,47,0,0,-1
154,2,48,2,1,1
155,2,49,0,-1,-2
156,2,50,8,7,5
157,2,51,2,2,2
158,2,52,6,4,3
159,2,53,2,2,2
160,2,54,5,5,4
161,2,55,6,5,3
162,2,56,0,-2,-3
163,2,57,1,0,-2
164,2,58,3,1,0
165,2,59,5,4,3
166,2,60,3,1,0
167,2,61,3,1,-2
168,2,62,3,2,2
169,2,63,6,5,4
170,2,64,5,3,2
171,2,65,2,1,0
172,2,66,4,3,3
173,2,67,3,0,-2
174,2,68,0,-1,-1
175,2,69,1,-1,-3
176,2,70,0,-1,-1
177,2,71,5,4,4
178,2,72,9,7,5
179,2,73,5,3,1
180,2,74,3,3,3
181,2,75,-2,-2,-2
182,2,76,-3,-4,-4
183,2,77,9,7,5
184,2,78,5,4,3
185,2,79,-1,-1,-2
186,2,80,6,4,1
187,2,81,-3,-3,-4
188,2,82,1,0,-2
189,2,83,3,2,1
190,2,84,-1,-2,-3
191,2,85,6,5,5
192,2,86,4,3,3
193,2,87,4,2,1
194,2,88,3,2,0
195,2,89,5,5,5
196,2,90,4,3,2
197,2,91,2,0,-1
198,2,92,0,0,0
199,2,93,0,-1,-2
200,2,94,-1,-2,-4
201,2,95,1,0,0
202,2,96,13,10,8
203,2,97,1,1,1
204,2,98,-3,-3,-4
205,2,99,3,3,2
206,2,100,-1,-2,-3
207,2,101,2,1,0
208,2,102,3,2,1
209,2,103,-2,-3,-4
210,2,104,-3,-3,-3
211,2,105,3,2,0
212,2,106,0,-1,-2
213,3,1,0,0,0
214,3,2,5,5,5
215,3,3,10,10,10
216,3,4,3,-3,-3
217,3,5,0,0,0
218,3,6,2,2,1
219,3,7,7,6,6
220,3,8,5,5,5
221,3,9,8,8,8
222,3,10,9,9,9
223,3,11,8,8,8
224,3,12,8,8,8
225,3,13,0,0,0
226,3,14,-4,-4,-4
227,3,15,-1,-2,-2
228,3,16,1,1,1
229,3,17,4,4,4
230,3,18,2,2,2
231,3,19,10,10,9
232,3,20,10,10,10
233,3,21,-3,-3,-3
234,3,22,3,3,3
235,3,23,-1,-2,-2
236,3,24,5,4,4
237,3,25,3,3,3
238,3,26,2,2,2
239,3,27,1,1,1
240,3,28,4,4,4
241,3,29,8,8,8
242,3,30,-1,-1,-1
243,3,31,2,2,2
244,3,32,0,0,-1
245,3,33,6,6,6
246,3,34,-2,-2,-2
247,3,35,3,3,3
248,3,36,1,0,0
249,3,37,0,0,0
250,3,38,4,4,4
251,3,39,1,1,1
252,3,40,-2,-2,-2
253,3,41,6,6,6
254,3,42,1,1,1
255,3,43,3,3,3
256,3,44,5,5,5
257,3,45,1,1,1
258,3,46,-2,-2,-2
259,3,47,0,0,0
260,3,48,1,1,1
261,3,49,-1,-1,-1
262,3,50,7,7,7
263,3,51,2,2,2
264,3,52,4,4,4
265,3,53,2,2,2
266,3,54,5,5,5
267,3,55,5,5,4
268,3,56,-2,-2,-2
269,3,57,0,0,-1
270,3,58,1,1,1
271,3,59,4,4,3
272,3,60,1,1,1
273,3,61,1,1,0
274,3,62,3,2,2
275,3,63,5,5,5
276,3,64,3,3,3
277,3,65,1,1,1
278,3,66,3,3,3
279,3,67,1,0,0
280,3,68,-1,-1,-1
281,3,69,-1,-1,-1
282,3,70,-1,-1,-1
283,3,71,4,4,4
284,3,72,7,7,7
285,3,73,3,3,3
286,3,74,3,3,3
287,3,75,-2,-2,-2
288,3,76,-4,-4,-4
289,3,77,7,7,7
290,3,78,4,4,4
291,3,79,-1,-1,-1
292,3,80,4,4,3
293,3,81,-3,-3,-4
294,3,82,0,0,0
295,3,83,2,2,2
296,3,84,-2,-2,-2
297,3,85,5,5,5
298,3,86,3,3,3
299,3,87,2,2,2
300,3,88,2,2,2
301,3,89,5,5,5
302,3,90,3,3,3
303,3,91,0,0,0
304,3,92,0,0,0
305,3,93,-1,-1,-1
306,3,94,-2,-2,-2
307,3,95,0,0,0
308,3,96,11,10,10
309,3,97,1,1,1
310,3,98,-3,-3,-3
311,3,99,3,3,3
312,3,100,-2,-2,-2
313,3,101,1,1,1
314,3,102,2,2,2
315,3,103,-3,-3,-3
316,3,104,-3,-3,-3
317,3,105,2,2,1
318,3,106,-1,-1,-1
319,4,1,-1,0,1
320,4,2,3,5,6
321,4,3,9,10,12
322,4,4,-5,-3,-2
323,4,5,-1,0,1
324,4,6,0,2,4
325,4,7,4,6,9
326,4,8,3,5,7
327,4,9,8,8,9
328,4,10,7,9,11
329,4,11,6,8,10
330,4,12,7,8,9
331,4,13,-2,0,2
332,4,14,-4,-4,-3
333,4,15,-3,-2,0
334,4,16,0,1,1
335,4,17,4,4,4
336,4,18,2,2,3
337,4,19,8,10,12
338,4,20,8,10,12
339,4,21,-3,-3,-2
340,4,22,2,3,4
341,4,23,-3,-2,0
342,4,24,3,4,6
343,4,25,2,3,4
344,4,26,0,2,4
345,4,27,0,1,3
346,4,28,4,4,5
347,4,29,7,8,9
348,4,30,-2,-1,-1
349,4,31,2,2,2
350,4,32,-1,0,0
351,4,33,6,6,7
352,4,34,-2,-2,-2
353,4,35,3,3,3
354,4,36,-1,0,2
355,4,37,-2,0,2
356,4,38,3,4,5
357,4,39,1,1,1
358,4,40,-2,-2,-2
359,4,41,6,6,6
360,4,42,0,1,1
361,4,43,2,3,3
362,4,44,4,5,5
363,4,45,1,1,2
364,4,46,-3,-2,-1
365,4,47,-1,0,0
366,4,48,1,1,2
367,4,49,-2,-1,0
368,4,50,6,7,8
369,4,51,2,2,2
370,4,52,3,4,5
371,4,53,2,2,2
372,4,54,4,5,5
373,4,55,3,5,6
374,4,56,-3,-2,0
375,4,57,-2,0,1
376,4,58,0,1,3
377,4,59,3,4,4
378,4,60,0,1,2
379,4,61,-1,1,2
380,4,62,2,2,3
381,4,63,4,5,6
382,4,64,2,3,5
383,4,65,0,1,2
384,4,66,3,3,4
385,4,67,-2,0,2
386,4,68,-1,-1,0
387,4,69,-3,-1,1
388,4,70,-1,-1,0
389,4,71,4,4,5
390,4,72,5,7,9
391,4,73,1,3,5
392,4,74,3,3,3
393,4,75,-2,-2,-2
394,4,76,-4,-4,-3
395,4,77,6,7,9
396,4,78,3,4,5
397,4,79,-2,-1,-1
398,4,80,2,4,6
399,4,81,-4,-3,-3
400,4,82,-2,0,1
401,4,83,1,2,3
402,4,84,-2,-2,-1
403,4,85,5,5,6
404,4,86,3,3,4
405,4,87,1,2,4
406,4,88,0,2,3
407,4,89,5,5,5
408,4,90,2,3,4
409,4,91,-1,0,2
410,4,92,0,0,0
411,4,93,-2,-1,0
412,4,94,-4,-2,-1
413,4,95,0,0,1
414,4,96,8,10,13
415,4,97,1,1,1
416,4,98,-4,-3,-3
417,4,99,2,3,3
418,4,100,-3,-2,-2
419,4,101,0,1,2
420,4,102,2,2,3
421,4,103,-4,-3,-2
422,4,104,-3,-3,-3
423,4,105,1,2,3
424,4,106,-2,-1,0
425,5,1,-2,0,1
426,5,2,2,5,8
427,5,3,7,10,13
428,5,4,-6,-3,0
429,5,5,-3,0,3
430,5,6,-3,2,6
431,5,7,2,6,11
432,5,8,1,5,9
433,5,9,7,8,9
434,5,10,6,9,12
435,5,11,4,8,12
436,5,12,6,8,11
437,5,13,-4,0,4
438,5,14,-5,-4,-3
439,5,15,-5,-2,2
440,5,16,0,1,1
441,5,17,3,4,5
442,5,18,1,2,3
443,5,19,6,10,14
444,5,20,6,10,14
445,5,21,-3,-3,-2
446,5,22,1,3,5
447,5,23,-4,-2,1
448,5,24,2,4,7
449,5,25,1,3,5
450,5,26,-2,2,6
451,5,27,-2,1,4
452,5,28,3,4,5
453,5,29,6,8,10
454,5,30,-2,-1,0
455,5,31,2,2,2
456,5,32,-2,0,1
457,5,33,6,6,7
458,5,34,-3,-2,-2
459,5,35,3,3,4
460,5,36,-2,0,3
461,5,37,-3,0,3
462,5,38,3,4,5
463,5,39,1,1,1
464,5,40,-3,-2,-1
465,5,41,6,6,6
466,5,42,0,1,1
467,5,43,2,3,3
468,5,44,3,5,6
469,5,45,0,1,2
470,5,46,-4,-2,0
471,5,47,-1,0,1
472,5,48,1,1,2
473,5,49,-2,-1,0
474,5,50,4,7,9
475,5,51,1,2,2
476,5,52,2,4,7
477,5,53,2,2,2
478,5,54,4,5,5
479,5,55,1,5,8
480,5,56,-4,-2,1
481,5,57,-3,0,2
482,5,58,-1,1,4
483,5,59,2,4,5
484,5,60,-1,1,4
485,5,61,-3,1,4
486,5,62,1,2,4
487,5,63,4,5,7
488,5,64,1,3,6
489,5,65,0,1,3
490,5,66,2,3,4
491,5,67,-3,0,4
492,5,68,-1,-1,0
493,5,69,-5,-1,3
494,5,70,-1,-1,0
495,5,71,3,4,5
496,5,72,3,7,11
497,5,73,0,3,6
498,5,74,3,3,3
499,5,75,-2,-2,-2
500,5,76,-4,-4,-3
501,5,77,4,7,10
502,5,78,2,4,6
503,5,79,-2,-1,-1
504,5,80,0,4,8
505,5,81,-4,-3,-3
506,5,82,-3,0,3
507,5,83,0,2,4
508,5,84,-3,-2,0
509,5,85,4,5,7
510,5,86,2,3,5
511,5,87,0,2,5
512,5,88,-1,2,4
513,5,89,4,5,5
514,5,90,2,3,4
515,5,91,-3,0,3
516,5,92,-1,0,0
517,5,93,-3,-1,1
518,5,94,-5,-2,0
519,5,95,-1,0,1
520,5,96,6,10,15
521,5,97,1,1,1
522,5,98,-4,-3,-3
523,5,99,2,3,4
524,5,100,-3,-2,-1
525,5,101,-1,1,3
526,5,102,1,2,3
527,5,103,-4,-3,-1
528,5,104,-3,-3,-3
529,5,105,0,2,3
530,5,106,-3,-1,1
531,6,1,-3,0,2
532,6,2,1,5,9
533,6,3,6,10,14
534,6,4,-7,-3,1
535,6,5,-3,0,3
536,6,6,-4,2,7
537,6,7,1,6,12
538,6,8,-1,5,10
539,6,9,7,8,10
540,6,10,5,9,13
541,6,11,3,8,13
542,6,12,5,8,11
543,6,13,-5,0,5
544,6,14,-5,-4,-2
545,6,15,-6,-2,3
546,6,16,0,1,1
547,6,17,3,4,5
548,6,18,1,2,3
549,6,19,4,10,15
550,6,20,5,10,15
551,6,21,-4,-3,-1
552,6,22,0,3,6
553,6,23,-5,-2,2
554,6,24,1,4,8
555,6,25,1,3,5
556,6,26,-3,2,7
557,6,27,-2,1,5
558,6,28,3,4,5
559,6,29,6,8,10
560,6,30,-3,-1,0
561,6,31,2,2,3
562,6,32,-3,0,2
563,6,33,6,6,7
564,6,34,-3,-2,-1
565,6,35,3,3,4
566,6,36,-3,0,4
567,6,37,-4,0,4
568,6,38,2,4,6
569,6,39,1,1,1
570,6,40,-3,-2,-1
571,6,41,6,6,6
572,6,42,0,1,1
573,6,43,2,3,3
574,6,44,3,5,7
575,6,45,0,1,2
576,6,46,-4,-2,1
577,6,47,-1,0,1
578,6,48,1,1,2
579,6,49,-3,-1,1
580,6,50,4,7,10
581,6,51,1,2,3
582,6,52,1,4,7
583,6,53,2,2,2
584,6,54,4,5,5
585,6,55,0,5,9
586,6,56,-5,-2,2
587,6,57,-3,0,2
588,6,58,-2,1,5
589,6,59,1,4,6
590,6,60,-2,1,4
591,6,61,-4,1,5
592,6,62,1,2,4
593,6,63,3,5,8
594,6,64,0,3,7
595,6,65,-1,1,3
596,6,66,2,3,4
597,6,67,-5,0,5
598,6,68,-2,-1,1
599,6,69,-6,-1,4
600,6,70,-1,-1,0
601,6,71,3,4,6
602,6,72,2,7,12
603,6,73,-1,3,7
604,6,74,3,3,3
605,6,75,-3,-2,-2
606,6,76,-5,-4,-3
607,6,77,3,7,11
608,6,78,2,4,7
609,6,79,-2,-1,-1
610,6,80,-2,4,9
611,6,81,-5,-3,-2
612,6,82,-4,0,3
613,6,83,-1,2,5
614,6,84,-4,-2,0
615,6,85,4,5,7
616,6,86,2,3,5
617,6,87,-1,2,5
618,6,88,-1,2,5
619,6,89,4,5,5
620,6,90,2,3,5
621,6,91,-4,0,4
622,6,92,-1,0,1
623,6,93,-4,-1,2
624,6,94,-6,-2,1
625,6,95,-1,0,2
626,6,96,5,10,16
627,6,97,0,1,2
628,6,98,-4,-3,-3
629,6,99,1,3,4
630,6,100,-3,-2,-1
631,6,101,-1,1,4
632,6,102,1,2,4
633,6,103,-5,-3,0
634,6,104,-3,-3,-2
635,6,105,-1,2,4
636,6,106,-3,-1,2
637,7,1,-3,0,2
638,7,2,1,5,9
639,7,3,6,10,14
640,7,4,-7,-3,0
641,7,5,-3,0,3
642,7,6,-3,2,7
643,7,7,1,6,12
644,7,8,0,5,10
645,7,9,7,8,9
646,7,10,5,9,13
647,7,11,4,8,13
648,7,12,6,8,11
649,7,13,-5,0,5
650,7,14,-5,-4,-2
651,7,15,-5,-2,2
652,7,16,0,1,1
653,7,17,3,4,5
654,7,18,1,2,3
655,7,19,5,10,14
656,7,20,6,10,14
657,7,21,-4,-3,-2
658,7,22,1,3,5
659,7,23,-5,-2,2
660,7,24,1,4,8
661,7,25,1,3,5
662,7,26,-2,2,6
663,7,27,-2,1,5
664,7,28,3,4,5
665,7,29,6,8,10
666,7,30,-3,-1,0
667,7,31,2,2,3
668,7,32,-3,0,2
669,7,33,6,6,7
670,7,34,-3,-2,-2
671,7,35,3,3,4
672,7,36,-3,0,4
673,7,37,-4,0,4
674,7,38,3,4,6
675,7,39,1,1,1
676,7,40,-3,-2,-1
677,7,41,6,6,6
678,7,42,0,1,1
679,7,43,2,3,3
680,7,44,3,5,7
681,7,45,0,1,2
682,7,46,-4,-2,1
683,7,47,-1,0,1
684,7,48,1,1,2
685,7,49,-2,-1,0
686,7,50,4,7,9
687,7,51,1,2,3
688,7,52,1,4,7
689,7,53,2,2,2
690,7,54,4,5,5
691,7,55,0,5,9
692,7,56,-5,-2,1
693,7,57,-3,0,2
694,7,58,-2,1,4
695,7,59,1,4,6
696,7,60,-1,1,4
697,7,61,-4,1,5
698,7,62,1,2,4
699,7,63,3,5,8
700,7,64,0,3,6
701,7,65,-1,1,3
702,7,66,2,3,4
703,7,67,-4,0,5
704,7,68,-2,-1,0
705,7,69,-6,-1,4
706,7,70,-1,-1,0
707,7,71,3,4,6
708,7,72,3,7,11
709,7,73,-1,3,7
710,7,74,3,3,3
711,7,75,-3,-2,-2
712,7,76,-5,-4,-3
713,7,77,4,7,11
714,7,78,2,4,7
715,7,79,-2,-1,-1
716,7,80,-1,4,8
717,7,81,-4,-3,-3
718,7,82,-4,0,3
719,7,83,-1,2,4
720,7,84,-3,-2,0
721,7,85,4,5,7
722,7,86,2,3,5
723,7,87,-1,2,5
724,7,88,-1,2,5
725,7,89,4,5,5
726,7,90,2,3,4
727,7,91,-3,0,4
728,7,92,-1,0,1
729,7,93,-4,-1,2
730,7,94,-5,-2,1
731,7,95,-1,0,2
732,7,96,5,10,16
733,7,97,1,1,1
734,7,98,-4,-3,-3
735,7,99,1,3,4
736,7,100,-3,-2,-1
737,7,101,-1,1,3
738,7,102,1,2,3
739,7,103,-5,-3,-1
740,7,104,-3,-3,-2
741,7,105,-1,2,4
742,7,106,-3,-1,1
743,8,1,-2,0,1
744,8,2,3,5,7
745,8,3,8,10,12
746,8,4,-5,-3,-1
747,8,5,-2,0,2
748,8,6,-1,2,5
749,8,7,3,6,10
750,8,8,2,5,8
751,8,9,8,8,9
752,8,10,7,9,11
753,8,11,5,8,11
